type,id,lat,lon,timestamp,version,changeset,user,uid,tags/brand,tags/brand:en,tags/brand:ja,tags/brand:wikidata,tags/brand:wikipedia,tags/name,tags/name:en,tags/name:ja,tags/shop,tags/level,tags/name:ko,tags/opening_hours,tags/source,tags/website,tags/wheelchair,tags/name:ja_rm,tags/official_name:en,tags/wheelchair:description,tags/branch,tags/branch:en,tags/name:zh,tags/phone,tags/wikidata,tags/wikipedia,tags/atm,tags/check_date,tags/name:es,tags/name:pt,tags/name:vi,tags/short_name,tags/short_name:en,tags/short_name:ja,tags/male,tags/operator,tags/payment:cash,tags/payment:contactless,tags/payment:credit_cards,tags/name:ja-Latn,tags/toilets:wheelchair,tags/addr:city,tags/addr:housenumber,tags/addr:neighbourhood,tags/addr:block_number,tags/addr:country,tags/addr:housename,tags/addr:postcode,tags/addr:province,tags/addr:suburb,tags/shop:anime,tags/shop:game,tags/shop:tcg,tags/amenity,tags/name:fr,tags/air_conditioning,tags/currency:JPY,tags/payment:mastercard,tags/payment:visa,tags/clothes,tags/sport,tags/official_name,tags/location,tags/second_hand,tags/cuisine,tags/payment:mastercard_contactless,tags/twitter,tags/addr:room,tags/shop:books,tags/shop:comic_goods,tags/shop:doujinshi,tags/shop:figurines,tags/shop:games,tags/shop:manga,tags/shop:music,tags/shop:videos,tags/toilets,tags/anime:gift,tags/anime:manga,tags/addr:place,tags/contact:phone,tags/contact:website,tags/level:ref,tags/official_name:fr,tags/official_name:ja-Latn,tags/alt_name,tags/addr:street,tags/drink:juice,tags/payment:coins,tags/payment:icoca,tags/payment:notes,tags/takeaway,tags/wikimedia_commons,tags/branch:ja,tags/name:ja-Hira,tags/payment:visa_debit,tags/female,tags/self_checkout,tags/mobile,tags/addr:full,tags/addr:full:en,tags/contact:instagram,tags/contact:line,tags/note,tags/start_date,nodes/0,nodes/1,nodes/2,nodes/3,nodes/4,tags/building,nodes/5,nodes/6,nodes/7,nodes/8,nodes/9,nodes/10,nodes/11,nodes/12,nodes/13,nodes/14,nodes/15,nodes/16,nodes/17,nodes/18,nodes/19,nodes/20,nodes/21,nodes/22,nodes/23,nodes/24,nodes/25,nodes/26,nodes/27,nodes/28,nodes/29,nodes/30,tags/building:levels,tags/building:part,nodes/31,tags/layer,nodes/32,nodes/33,nodes/34,nodes/35,nodes/36,nodes/37,nodes/38,nodes/39,nodes/40,nodes/41,nodes/42,nodes/43,nodes/44,nodes/45,nodes/46,nodes/47,nodes/48,nodes/49,tags/addr:quarter
node,12037307537,34.6998628,135.500218,2024-07-06T09:27:45Z,1,153615984,K_Sakanoshita,389520,,,,,,アイトピア,,,optician,,,,,,,,,,,,,,,,,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12037307540,34.6997571,135.5002353,2024-07-06T09:27:45Z,1,153615984,K_Sakanoshita,389520,,,,,,SHIPPO,,,jewelry,,,,,,,,,,,,,,,,,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12037307541,34.6997622,135.5002623,2024-07-06T09:27:45Z,1,153615984,K_Sakanoshita,389520,,,,,,Apiuz hair,,,beauty,,,,,,,,,,,,,,,,,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12079442299,34.7022789,135.4982934,2025-05-19T01:42:33Z,4,166453311,CR86,1879503,ミスタードーナツ,Mister Donut,ミスタードーナツ,Q1065819,,ミスタードーナツ,Mister Donut,ミスタードーナツ,confectionery,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,,,,,,,,,,,donut,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12095159226,34.7013341,135.4944116,2025-05-19T01:42:33Z,3,166453311,CR86,1879503,7-ELEVEN,7-ELEVEN,セブン-イレブン,Q259340,,セブン-イレブン,7-Eleven,セブン-イレブン,convenience,0,,,,,,,Seven-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12095159227,34.7006246,135.4940012,2024-08-06T12:05:12Z,1,154890176,Rakkka,4954428,,,,,,KITTE大阪,KITTE OSAKA,KITTE大阪,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12107526574,34.698674,135.4975196,2024-08-13T05:45:21Z,1,155177646,K_Sakanoshita,389520,,,,,,トキワ商会,,,shoes,-2,,,,,,,,,,,,,,,,2024-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12154532612,34.7032316,135.494889,2024-09-04T01:14:08Z,1,156164109,Rakkka,4954428,,,,,,ファミリマート,,,convenience,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12157787194,34.7017944,135.4968873,2024-10-26T23:28:24Z,2,158394867,higa4,162590,,,,,,ニンテンドーオオサカ,Nintendo OSAKA,,toys,12,,,,,,,,,,,,,Q125055846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167701095,34.7005187,135.496855,2024-09-10T08:45:52Z,1,156428678,K_Sakanoshita,389520,,,,,,HIS,,,travel_agency,,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167701321,34.6997448,135.4953771,2024-09-10T08:50:54Z,1,156428865,K_Sakanoshita,389520,Bulgari,,,Q752515,,Bvlgari,,,fashion_accessories,,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167701964,34.7000278,135.4953535,2024-09-10T08:51:30Z,1,156428892,K_Sakanoshita,389520,Louis Vuitton,,,Q191485,,Louis Vuitton,,,clothes,,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167705037,34.6993826,135.495428,2024-09-10T08:49:31Z,1,156428802,K_Sakanoshita,389520,,,,,,大黒屋,,,pawnbroker,,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167706029,34.7006787,135.4940505,2024-09-10T09:02:14Z,1,156429316,K_Sakanoshita,389520,,,,,,三輪山本,,,gift,1,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167706030,34.7005947,135.4940971,2024-09-10T09:02:14Z,1,156429316,K_Sakanoshita,389520,,,,,,雪国商店,,,alcohol,,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167706031,34.7005457,135.4942019,2024-09-10T09:02:14Z,1,156429316,K_Sakanoshita,389520,,,,,,兵庫県おみやげ発掘屋,,,gift,,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167706032,34.7013253,135.4960344,2024-09-10T09:05:04Z,1,156429436,K_Sakanoshita,389520,Gucci,,,Q178516,,Gucci,,,clothes,1,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167712991,34.7009389,135.4943566,2024-09-10T08:58:47Z,1,156429174,K_Sakanoshita,389520,,,,,,荻野屋,,,gift,1,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167712992,34.7008735,135.494398,2024-09-10T08:58:47Z,1,156429174,K_Sakanoshita,389520,,,,,,かごしま屋,,,gift,,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167730150,34.7005876,135.4943547,2024-09-10T09:03:03Z,1,156429358,K_Sakanoshita,389520,,,,,,出雲しめなわや,,,gift,,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12167730151,34.7007439,135.4944761,2024-09-10T09:03:03Z,1,156429358,K_Sakanoshita,389520,,,,,,とさとさ,,,gift,,,,,,,,,,,,,,,,,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12546345176,34.7026242,135.494579,2025-01-31T12:47:30Z,1,161976005,K_Sakanoshita,389520,FamilyMart,FamilyMart,ファミリーマート,Q11247682,,ファミリーマート,FamilyMart,ファミリーマート,convenience,,,,,,,,,,,,,,,,,2025-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12615165953,34.7008429,135.4946946,2025-02-24T06:16:19Z,1,162877251,taki3hira,1948193,,,,,,MIKIMOTO,,,jewelry,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12655220501,34.7024501,135.4945661,2025-03-15T14:19:55Z,3,163652776,mueschel,616774,CIO,,,,,CIO Store,,,electronics,8,,Mo-Su 10:30-20:30,,https://connectinternationalone.co.jp/cio-store,yes,,,,,,,+81-6-6136-5770,,,,,,,,,,,,,,,,,,大阪市,,,,,,530-8558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,〒530-8558大阪府大阪市北区梅田3-1-3ルクアイール 9F,"9F, Lucua IRE, 3-1-3 Umeda, Kita-ku, Osaka City, Osaka Prefecture 530-8558, Japan",ciostore_umeda,https://page.line.me/644wgdcp,"Located in LUCUA 1100 (ルクア イーレ) 9F, within Osaka Station City North Gate Building.",2025-03-06 10:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,12876707901,34.7034703,135.4964972,2025-05-31T19:19:01Z,2,167026019,kingughidora,22955515,,,,,,Mansion Kayser,,,bakery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,181049898,,,2016-04-04T13:11:02Z,3,38290726,yasunari,171028,,,,,,中宮 画廊,,,art,,,,"Bing,2011-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915020727,1915020728,1915020720,1915020718,1915020727,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,363682135,,,2024-10-03T13:06:47Z,5,157418406,Rakkka,4954428,,,,,,中央コンタクト,,,optician,0;1,,,,,no,,,,,,,06-6361-0727,,,,,,,,,,,,,,,,,,大阪市,31,角田町,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3678381355,3678381356,3678381357,3678381358,12218696638,retail,3678381355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,514359564,,,2023-12-03T23:28:18Z,2,144735454,okadatsuneo,10163840,,,,,,タムラ,,,sewing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ボタン店,,5025388235,5025388232,5025388233,5025388234,5025388235,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,588689750,,,2024-10-14T11:37:59Z,4,157872612,Rakkka,4954428,,,,,,ハービスPLAZA,HERBIS PLAZA,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5306276246,5306276258,5306276257,5306276260,5306276259,,12250321006,12250321005,1740980792,4885165794,4885165798,4885165796,4885165797,5306276271,5306276272,4885165795,1740980790,1740980798,5306276269,5306276268,1740980760,1740980754,4575065479,1740980807,4575065478,1740980805,1740980803,4575065477,4575065476,5306276266,4575065470,5306276246,6,yes,,,,,,,,,,,,,,,,,,,,,
way,588689753,,,2024-09-09T00:51:43Z,6,156372954,Rakkka,4954428,,,,,,ハービスPLAZA ENT,HERBIS PLAZA ENT,,mall,,하비스 플라자,Mo-Su 11:00-20:00,,https://www.herbis.jp/,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893125221,12162921449,12162921450,4885165811,5306276285,,4930281616,5306276273,4930281617,4930281618,4930281611,4930281619,4930281620,4930283821,4930283822,5306276286,5306276287,4930283823,5306276274,4885165803,12162921448,1740975370,1740975350,1740975368,1740975279,5306276289,12164626824,3254715452,1740975331,3254715451,1740975313,4885165807,7,yes,1893125221,,,,,,,,,,,,,,,,,,,,
way,1304559274,,,2024-07-30T02:19:47Z,1,154585772,Rakkka,4954428,,,,,,ドージマ地下センター,Dojima Underground Shopping Center,ドージマ地下センター,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12082099557,12082099556,12082099550,12082099555,12082099554,,12082099553,12082099552,12082099551,12082099557,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,
way,1304559275,,,2024-07-30T02:19:47Z,1,154585772,Rakkka,4954428,,,,,,ディアモール大阪,Diamor Osaka,ディアモール大阪,mall,,,,,https://www.diamor.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12082104496,12082104495,12082099560,12082104494,12082104493,,12082104492,12082104491,12082104490,12082104489,12082104488,12082104487,12082099558,12082104486,12082099559,12082104485,12082104484,12082104483,12082099566,12082104482,12082104481,12082104480,12082104479,12082099565,12082104478,12082099564,12082104477,12082104476,12082104475,12082099563,12082104474,12082104473,,,12082099562,-1,12082104472,12082104471,12082099567,12082104469,12082104470,12082099561,12082099568,12082104496,,,,,,,,,,,
way,1304559276,,,2024-09-27T12:02:30Z,3,157167701,Rakkka,4954428,,,,,,Whityうめだ,Whity Umeda,ホワイティうめだ,mall,-1,,,,https://whity.osaka-chikagai.jp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12082104544,12082104538,12082104543,12082104517,12082104518,,12082104542,12082104497,12082104515,12082104513,12082104500,12082104504,12082104502,12082104501,12082104503,12204907675,12204907674,12082104498,12082104505,12082104514,12082104512,12082104509,12082104508,12082104507,12082104511,12082104506,12082104510,12082104535,12082104534,12082104531,12082104528,12082104529,,,12082104530,-1,12082104523,12082104520,12082104522,12082104521,12082104519,12082104536,12082104525,12082104526,12082104524,12082104527,12082104533,12082104532,12082104537,12082104541,12082104540,12082104539,12082104516,12082104544,
way,1304559277,,,2024-09-18T04:46:36Z,2,156754645,Rakkka,4954428,,,,,,ekimo梅田,ekimo umeda,ekimo梅田,mall,-1,,,,http://www.ekimo.jp/umeda/,,,,,,,,,,,,,,,,,,,,,,,,,,,6,角田町,8,,,530-0017,,北区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12082104548,12082104547,12082104546,12082104545,12082104548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,
way,1313244350,,,2025-05-14T20:15:26Z,3,166275596,Teuchi Soba Sobashiki,22664500,,,,,,Ishi-usubiki Nihachi Soba Sobashiki LUCUA Osaka,LUCUA 1100,Ishi-usubiki Nihachi Soba Sobashiki LUCUA Osaka,mall,-2;-1;0;1;2;3;4;5;6;7;8;9,,,,,yes,,,,,,,,Q11226222,ja:ルクア1100,,,,,,,,,,,,,,,yes,大阪市,"10F, LUCUA","Umeda, Kita-ku, Osaka-shi, Osaka 530-0001, Japan",3-1-3,,,530-0001,大阪府,北区,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12155411384,12155411383,12155411382,12155411381,12155411384,ishi-usubiki_nihachi_soba_sobashiki_lucua_osaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅田
way,1313244351,,,2024-09-04T13:11:05Z,1,156186213,Rakkka,4954428,,,,,,ルクア大阪,LUCUA osaka,ルクア大阪,mall,-2;-1;0;1;2;3;4;5;6;7;8;9,,,,,yes,,,,,,,+81 6 6151 1111,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12155411391,12155411390,12155411389,12155411388,12155411387,,12155411386,12155411385,12155411391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1313495257,,,2024-09-05T13:13:50Z,1,156230950,Rakkka,4954428,,,,,,エキマルシェ大阪,Eki Marche Osaka,,mall,0,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12157787193,12157787187,12157787192,12157787191,12157787189,,12157787188,12157787190,12157787193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1316299601,,,2024-09-18T04:46:36Z,1,156754645,Rakkka,4954428,,,,,,阪急サン広場地下通り,Hankyu SUN Plaza Underground Street,阪急サン広場地下通り,mall,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12183308990,12183308989,12183308988,12183308986,12183308985,,12183308987,12183308990,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,
